"","SRR17255059","SRR17255046","SRR7907975","SRR17255087","SRR17255066","SRR17255045","SRR17255027","SRR17255092","SRR17255015","SRR17255057","SRR17255025","SRR17255080","SRR7907977","SRR17255085","SRR17255017","SRR17255011","SRR17255072","SRR17255078","SRR17255019","SRR17255034","SRR17255084","SRR17255077","SRR17255086","SRR17255024","SRR17255061","SRR17255033","SRR17255039","SRR17254988","SRR17254994","SRR17255082","SRR17255079","SRR17254985","SRR17255014","SRR7907967","SRR17255030","SRR17254982","SRR17254997","SRR17255021","SRR17255018","SRR17255065","SRR17255038","SRR17255076","SRR7907979","SRR17254984","SRR7907964","SRR17255042","SRR17255064","SRR17255050","SRR17255013","SRR17255055","SRR17254996","SRR17254990","SRR17255035","SRR17255004","SRR17255037","SRR17255031","SRR17255070","SRR17254987","SRR17255036","SRR17255029","SRR7907976","SRR17255067","SRR17255063","SRR17255051","SRR17255071","SRR17255041","SRR17255081","SRR17255008","SRR17255032","SRR17255073","SRR17255010","SRR17255090","SRR17254993","SRR17255040","SRR17255020","SRR17255083","SRR17255048","SRR17255060","SRR17255001","SRR17255091","SRR17255002","SRR17255062","SRR17255012","SRR7907981","SRR17255093","SRR17255054","SRR17255047","SRR17255069","SRR7907996","SRR17255009","SRR17255089","SRR7907978","SRR7907993","SRR7907989","SRR17255053","SRR17254986","SRR17255028","SRR7907968","SRR17255043","SRR17255056","SRR17255006","SRR7907985","SRR7907982","SRR7907963","SRR17255074","SRR7907998","SRR17255052","SRR17254981","SRR7907974","SRR17255026","SRR17255044","SRR17255016","SRR7907990","SRR17255088","SRR7907992","SRR7907991","SRR7907970","SRR7908002","SRR7907980","SRR17255003","SRR7907969","SRR17255005","SRR7907999","SRR17254995","SRR17255000","SRR7908001","SRR7907988","SRR17254983","SRR7907972","SRR17254989","SRR17254992","SRR7907994","SRR17255022","SRR7907965","SRR7907987","SRR7907983","SRR17255068","SRR7907966","SRR7907986","SRR7908000","SRR17255023","SRR7907971","SRR7907973","SRR7907997","SRR17255007","SRR17254998","SRR7907984","SRR17255075","SRR7907995","SRR17254999","SRR17255049","SRR17255058","SRR17254991","SRR17254980","SRR11092509","SRR16079612","SRR11092506","SRR16079611","SRR11092502","SRR16079619","SRR11092499","SRR16079613","SRR16079617","SRR11092512","SRR16079618"
"1732569",39,28,91,49,45,20,39,59,18,40,69,27,51,63,41,31,39,81,51,25,29,38,45,58,41,27,48,27,25,19,55,54,36,65,32,103,39,36,46,29,40,49,32,27,37,37,33,32,32,23,24,15,34,30,60,15,34,40,28,21,62,24,22,21,22,37,34,27,26,38,32,47,35,20,33,39,21,14,21,23,18,29,31,46,23,34,20,30,59,31,33,55,54,55,21,28,22,93,48,29,35,58,53,51,23,46,15,46,26,31,32,42,51,63,27,39,50,51,39,14,62,26,52,33,22,51,45,56,78,17,33,37,28,37,52,49,25,36,33,43,29,100,57,56,24,27,40,33,40,30,20,14,32,52,51,15,45,15,43,17,38,3,13,42,10
"1795053",17,12,103,48,45,35,44,45,28,41,56,69,81,25,49,33,19,60,46,31,31,38,74,57,59,28,38,63,33,17,55,57,34,66,43,49,40,43,37,21,29,47,60,42,83,47,40,33,35,38,21,38,35,35,47,30,22,38,40,38,49,16,31,35,45,31,25,19,44,28,39,29,34,22,30,31,37,22,18,26,29,30,33,71,30,36,28,33,73,41,24,63,83,87,21,31,28,60,34,18,40,43,82,68,36,66,24,13,59,32,24,40,79,38,60,56,55,67,55,17,53,29,62,33,19,38,56,29,38,29,28,59,17,50,49,60,37,34,66,58,22,47,44,63,29,32,50,35,57,28,37,42,13,12,15,15,11,13,12,12,12,7,14,13,11
"2169540",12,20,40,37,37,25,55,81,18,46,78,21,40,29,48,31,27,76,54,16,29,31,103,73,35,48,46,59,27,13,41,68,21,47,45,85,16,20,47,29,22,62,21,24,21,60,45,25,17,22,20,40,31,18,54,15,28,37,19,43,26,18,23,20,32,28,19,24,21,29,39,46,27,15,24,36,32,15,15,24,22,34,16,33,45,43,24,23,26,21,27,31,23,27,22,22,29,27,63,25,46,23,26,23,31,15,14,26,31,26,11,31,19,36,22,21,28,19,27,13,22,18,21,30,39,28,22,30,27,43,40,22,26,13,29,17,24,24,23,16,15,27,26,15,26,21,20,21,19,27,14,16,23,33,8,4,8,8,6,4,6,2,5,9,2
"272774",2,5,12,11,13,10,10,16,2,9,22,6,11,14,17,9,8,13,13,11,10,20,13,17,11,9,15,2,12,1,15,5,6,6,7,16,9,9,17,7,12,14,11,17,8,12,10,1,12,6,2,2,2,7,14,13,15,9,9,11,5,6,8,10,11,10,3,8,6,10,5,19,12,1,7,9,6,4,4,8,5,8,3,12,8,15,7,8,16,6,11,4,6,9,8,7,7,6,16,7,5,3,15,8,5,6,5,24,9,5,6,5,5,11,5,10,9,3,9,4,9,8,6,16,7,6,10,103,12,3,5,14,9,4,7,3,10,7,11,10,5,7,6,6,9,10,6,7,5,1,2,2,3,10,2,3,0,1,2,1,5,0,2,3,3
"2764325",28,32,32,47,55,36,57,55,22,39,96,10,22,34,27,30,27,82,54,18,39,40,61,61,36,21,40,23,26,17,38,41,22,19,25,32,42,38,103,29,49,63,17,48,10,38,40,36,19,15,16,34,21,51,48,16,18,41,27,25,14,34,55,42,35,29,34,24,12,49,38,10,34,30,33,44,39,27,19,22,21,42,12,17,22,34,26,31,12,24,9,16,10,3,31,21,21,18,75,44,30,13,8,13,44,8,23,34,20,28,26,41,12,15,9,16,63,7,8,15,60,27,26,17,22,15,9,17,15,18,24,5,26,10,14,12,25,9,19,16,11,15,13,11,42,18,18,37,13,39,28,34,29,13,8,3,6,1,5,3,5,1,0,8,2
"2789425",12,35,103,54,52,34,39,60,23,66,61,26,103,44,28,35,30,64,51,52,47,64,52,72,45,62,60,65,31,17,52,49,51,64,66,80,38,36,54,25,31,57,72,31,83,32,59,25,32,27,17,41,41,42,44,22,21,52,31,44,55,36,28,24,41,23,28,36,39,36,46,51,22,32,27,54,21,27,38,19,31,33,20,81,30,41,27,27,83,31,39,71,80,79,28,34,32,78,63,25,64,87,74,73,37,89,29,31,68,32,24,33,60,61,77,66,47,57,79,30,78,28,67,30,24,49,64,44,43,54,40,62,34,56,49,62,27,56,66,53,27,51,44,46,26,18,67,33,62,31,31,25,24,44,13,27,19,26,16,24,16,20,18,17,16
"292486",10,1,13,15,13,6,11,10,7,11,11,3,20,5,10,1,5,5,15,4,6,5,9,8,2,5,6,4,6,2,11,11,8,9,8,11,3,4,8,5,8,10,10,8,20,8,7,7,8,11,1,8,5,8,10,5,9,7,5,4,4,12,5,10,5,6,1,2,6,8,3,6,6,4,4,6,5,6,4,7,6,4,3,18,4,4,9,6,18,3,2,11,11,16,3,7,3,14,4,6,4,8,18,18,9,16,4,6,13,5,3,5,8,8,12,5,5,8,15,3,8,2,12,2,3,9,15,103,11,6,5,12,5,10,18,14,5,14,15,15,3,10,3,11,8,3,5,4,7,7,4,7,4,7,2,0,3,2,2,0,3,2,2,1,2
"3019933",26,46,69,64,70,57,62,88,38,71,103,79,53,44,60,48,36,66,75,62,47,54,64,75,69,74,100,84,63,41,58,84,51,36,77,53,48,50,57,59,60,91,25,52,25,50,62,48,38,49,26,47,47,52,86,36,65,34,23,59,32,39,53,38,55,39,35,35,51,50,44,39,37,63,39,102,45,33,44,33,32,42,32,37,42,45,44,43,46,52,28,51,35,37,62,55,55,46,67,34,47,33,35,40,41,35,41,29,27,42,35,46,26,59,22,35,37,33,33,34,37,44,44,38,28,28,28,31,43,46,50,29,38,22,24,19,46,21,36,24,38,31,36,30,47,52,20,39,29,43,51,53,27,26,16,8,23,11,8,19,7,5,12,6,6
"320912",34,45,28,84,63,67,96,65,27,57,75,43,31,25,97,36,37,92,79,52,35,68,70,89,55,34,53,32,43,30,95,103,25,16,27,41,46,51,53,61,43,91,23,51,27,62,35,43,57,37,42,28,62,49,76,42,73,37,31,38,23,50,29,39,44,53,41,35,48,34,46,20,31,27,39,72,36,19,31,41,29,40,39,32,31,40,44,34,29,48,17,22,39,20,37,33,42,34,93,40,25,29,24,25,43,21,25,83,36,39,38,34,12,21,18,16,21,23,14,46,41,22,22,44,25,31,23,47,17,35,42,23,26,24,24,34,48,18,23,26,24,23,22,15,32,26,19,22,24,31,50,28,22,22,21,2,9,8,11,5,13,2,1,13,5
"69710",22,42,103,84,49,45,54,55,23,88,76,22,57,51,43,37,53,80,75,41,42,27,47,65,41,37,64,36,34,25,61,34,18,40,41,80,38,37,53,36,39,69,44,36,32,34,35,47,42,32,23,31,31,29,49,23,28,40,30,18,37,28,37,30,48,33,31,20,22,34,37,38,41,25,39,49,50,30,32,34,37,39,23,51,22,31,39,38,45,28,29,50,44,41,38,33,29,63,55,38,33,35,38,49,39,51,24,30,56,28,27,39,34,40,52,41,54,46,31,37,32,26,39,30,36,54,46,33,50,34,34,41,33,26,37,53,42,33,46,42,33,55,26,37,60,35,41,28,32,32,41,30,27,37,11,10,10,16,14,17,11,10,9,17,13
"79967",34,21,103,21,21,21,39,37,13,31,35,29,73,30,15,4,18,38,34,22,15,20,19,37,16,15,26,19,12,14,18,18,17,52,22,30,13,15,24,20,27,27,40,18,53,26,18,18,15,16,13,11,21,18,41,20,18,17,15,20,40,20,16,20,20,21,6,11,13,21,23,33,19,11,15,21,15,8,12,19,13,20,11,70,21,9,11,18,50,21,23,58,47,60,11,12,12,52,30,16,25,51,48,51,21,42,19,18,43,23,14,19,63,30,38,44,55,44,37,14,66,18,37,22,19,43,34,85,44,25,16,42,24,29,45,39,14,47,43,50,11,55,47,49,21,22,50,12,36,11,16,16,21,19,7,8,8,11,14,6,4,5,6,7,5
"815",22,57,78,84,60,40,80,54,35,77,96,19,53,93,73,41,35,103,72,50,40,54,85,54,57,33,69,49,25,34,64,80,32,46,30,53,40,53,74,45,46,70,50,83,39,70,75,62,49,61,24,27,42,34,55,34,57,43,34,33,49,32,27,31,43,33,37,27,30,23,33,39,25,65,71,76,50,30,32,55,65,50,28,56,69,41,50,40,41,31,54,51,46,45,51,44,40,33,68,32,31,50,51,54,54,35,28,45,39,27,44,45,33,70,34,47,65,41,54,48,60,32,44,41,26,35,42,44,41,41,37,48,32,30,43,31,87,41,46,41,29,41,40,29,46,27,47,45,39,35,25,38,39,37,25,11,21,10,19,8,19,4,6,23,3
"83552",7,39,72,43,50,49,34,61,9,37,92,30,69,40,28,26,32,63,56,29,25,40,48,103,61,41,36,68,34,12,57,46,49,63,55,103,34,27,62,26,18,56,45,33,44,34,40,19,27,38,17,39,33,26,61,17,33,34,12,31,50,26,14,21,32,34,26,26,40,30,52,48,29,21,32,47,28,26,21,33,12,29,33,61,25,46,20,35,44,25,36,55,58,61,27,27,24,69,23,29,47,54,51,40,27,60,25,66,56,18,14,28,58,57,42,47,49,51,48,11,59,27,47,23,21,47,37,60,61,16,29,34,17,44,39,42,28,44,40,41,21,55,46,42,28,32,55,16,34,24,14,19,24,35,12,2,10,8,4,12,18,9,8,12,2
"1177211",13,24,102,32,20,29,37,42,13,33,54,14,77,37,27,25,27,42,29,24,17,20,31,47,30,31,26,16,12,24,41,40,14,65,15,54,17,14,43,22,20,32,46,19,77,21,29,13,16,18,27,16,18,22,33,12,22,18,9,13,48,17,16,23,26,12,19,11,15,21,27,32,17,15,20,46,16,18,10,26,11,19,17,79,21,16,17,15,63,19,17,50,70,56,20,14,17,54,48,18,15,51,64,64,28,77,13,18,50,21,19,19,41,40,48,57,63,64,72,19,50,15,51,14,16,45,43,33,42,18,29,64,24,25,65,52,31,49,58,55,13,52,35,44,26,25,59,26,30,22,15,15,15,19,6,4,10,10,12,4,11,6,9,12,5
"158",42,32,86,63,83,29,90,67,28,74,102,36,54,39,77,33,39,92,62,48,48,51,85,61,49,38,71,35,25,22,63,55,38,47,45,64,45,38,79,34,45,95,36,57,43,38,54,52,30,25,27,43,45,47,72,39,43,34,44,41,50,31,37,30,48,49,27,49,41,50,53,47,39,34,41,60,36,32,13,28,22,32,31,55,42,46,60,41,44,40,40,41,41,32,38,40,38,57,71,37,36,35,42,35,55,43,23,41,41,42,44,42,46,66,42,42,42,41,36,36,47,35,44,42,29,38,23,33,54,55,51,34,35,19,29,34,38,47,34,25,29,49,37,35,65,39,43,42,29,50,34,44,29,27,13,7,9,21,16,17,9,7,7,18,10
"1884905",13,24,102,59,59,25,41,48,31,51,71,24,78,34,42,27,35,60,54,33,25,40,45,56,38,43,44,47,28,17,35,62,40,59,40,73,30,35,50,36,35,62,49,51,49,30,41,49,33,31,15,39,43,34,41,14,22,29,30,37,46,27,40,33,40,33,29,26,26,25,33,39,28,26,25,30,25,21,31,30,27,28,33,76,34,40,29,25,68,32,30,67,69,59,28,37,41,69,49,45,48,57,63,69,33,63,35,26,42,35,38,35,53,33,56,49,58,63,55,38,60,19,59,28,18,57,36,37,64,20,29,66,33,47,56,44,37,45,35,68,17,45,48,56,45,29,38,27,45,17,17,34,23,40,10,16,15,19,17,19,22,13,14,15,10
"1903412",7,19,69,43,45,26,35,44,7,30,51,10,74,37,38,16,16,65,43,33,30,26,32,76,17,19,46,34,17,16,51,36,20,39,15,59,22,14,51,17,36,43,44,30,48,18,28,16,20,13,23,22,27,22,27,26,19,26,21,16,32,21,18,26,23,33,26,28,19,24,29,28,13,14,23,35,26,20,12,29,15,17,15,84,28,21,14,22,54,25,30,53,50,61,10,26,20,51,30,12,20,53,49,62,28,50,22,76,58,12,22,23,50,36,50,57,54,57,53,18,57,29,48,37,21,51,62,102,51,13,30,45,16,51,32,38,9,41,45,48,19,43,35,60,29,15,42,32,46,17,18,25,20,36,2,7,14,8,7,6,15,7,11,10,10
"202956",8,26,46,29,21,20,59,37,14,27,44,12,28,26,23,22,12,31,22,28,20,25,33,39,15,17,40,17,12,4,31,20,21,42,15,102,22,22,38,12,18,63,27,36,19,35,27,25,12,21,18,10,16,31,38,11,14,39,12,30,25,29,18,24,20,31,9,14,25,28,24,54,15,23,27,53,18,24,21,13,10,29,24,40,27,23,18,26,25,16,28,19,25,18,16,11,20,38,52,14,25,32,28,19,21,24,20,20,39,18,14,19,32,43,21,21,31,18,38,15,27,8,29,16,15,25,31,64,34,18,25,35,18,24,21,26,11,29,23,16,14,30,23,21,25,21,24,16,16,26,22,10,17,25,10,9,10,7,20,9,6,6,8,8,4
"2054316",20,35,65,38,39,38,44,50,17,32,64,21,59,36,35,27,20,61,44,29,18,31,50,35,36,24,45,17,21,6,52,38,25,28,19,51,36,27,32,22,29,51,31,27,39,27,28,13,30,27,23,23,25,21,39,33,37,35,33,24,31,20,22,24,36,25,20,34,18,27,29,25,29,19,34,31,24,15,17,22,17,16,18,57,20,26,24,31,48,26,23,39,40,34,23,14,19,57,48,25,22,37,37,52,35,33,15,24,47,20,30,22,34,37,42,35,42,54,28,9,53,17,41,25,18,34,47,102,41,10,24,30,14,57,37,28,31,28,29,33,21,35,32,28,28,20,35,21,31,35,12,22,19,27,10,5,16,6,12,5,10,6,5,7,3
"2527775",17,31,101,57,48,29,31,59,33,41,65,25,59,46,36,22,41,61,43,30,30,44,60,75,28,37,45,31,20,17,45,42,18,67,36,102,32,29,46,24,33,72,44,50,44,33,32,34,31,23,34,24,36,25,72,31,39,47,21,25,51,31,35,24,34,31,20,23,33,38,33,39,23,26,26,63,39,30,17,49,18,36,22,83,23,20,42,43,72,37,35,69,37,43,19,27,26,54,40,38,38,39,65,45,44,60,24,31,39,45,24,31,52,46,33,30,51,59,63,30,46,23,50,32,31,35,44,60,55,29,48,41,23,38,49,52,27,43,36,49,35,65,43,48,35,28,36,29,50,19,21,21,19,59,17,11,21,8,19,15,17,12,9,10,8
"2732364",16,27,102,54,29,22,41,35,21,38,46,24,94,46,35,18,17,47,24,34,22,29,38,41,15,31,19,27,18,15,26,34,22,65,18,66,14,15,38,28,21,37,61,34,68,31,26,31,36,28,25,20,21,22,27,27,26,23,32,25,45,19,16,30,34,21,23,15,16,21,36,56,21,20,23,47,22,14,14,29,27,29,12,74,17,20,18,20,65,33,37,62,82,67,19,10,21,52,41,27,34,49,86,69,30,74,20,27,65,25,27,22,64,40,57,58,70,46,68,15,48,20,75,20,19,38,39,16,47,20,33,48,17,51,72,53,20,37,72,58,17,36,48,56,36,25,52,45,52,21,26,18,15,30,8,8,7,19,10,12,11,13,13,9,12
"2971264",29,27,101,47,36,25,55,57,31,46,74,33,102,54,42,25,33,78,52,29,29,44,69,53,34,33,49,42,34,19,62,41,28,67,26,89,32,42,46,46,40,68,52,42,80,45,33,33,31,25,25,24,32,25,53,27,34,33,38,45,54,25,32,34,33,41,33,30,24,41,46,49,28,15,22,56,31,24,26,39,26,26,25,84,28,26,39,34,76,47,26,81,68,76,41,21,24,68,57,33,24,76,59,84,34,99,22,24,69,29,28,21,59,52,65,60,68,58,53,20,71,32,61,23,24,50,66,44,82,38,43,57,37,50,73,55,25,53,48,61,22,66,62,63,35,28,46,36,45,39,23,32,26,45,17,19,15,12,15,20,16,12,19,11,16
"3047867",7,13,37,11,22,16,36,31,20,19,19,4,33,16,21,10,17,30,27,21,9,26,32,24,24,15,32,11,15,13,25,29,14,12,12,42,17,16,17,17,12,15,91,20,72,16,18,12,11,11,9,7,19,19,36,6,13,15,10,14,19,18,7,6,18,11,11,9,7,13,15,11,17,6,12,16,17,11,12,21,10,15,13,31,7,12,12,14,26,19,13,14,33,27,14,8,8,23,26,10,22,32,23,71,23,37,7,12,86,16,16,14,25,17,24,19,90,89,102,11,74,19,20,17,15,17,28,17,27,6,13,25,11,14,23,28,14,5,19,20,5,25,24,26,12,23,11,10,26,18,11,11,8,23,6,5,6,4,9,4,7,4,4,13,1
"373687",17,39,102,52,52,35,73,64,22,58,87,38,78,32,41,45,35,65,76,36,47,40,95,75,37,33,60,31,40,24,48,62,41,65,44,74,37,35,65,41,35,85,62,38,61,40,67,31,50,34,25,38,31,37,66,38,28,33,29,38,64,47,30,30,34,36,44,34,42,38,48,57,29,21,24,62,48,37,18,30,44,38,25,73,33,26,32,23,48,43,37,77,65,60,25,25,36,51,68,36,53,48,46,47,36,51,38,64,54,21,49,43,68,65,52,66,75,60,61,38,44,31,72,37,17,36,56,62,55,47,30,43,25,55,43,70,35,56,66,52,34,54,42,41,30,27,45,46,67,30,23,35,26,37,19,8,15,13,12,15,19,14,24,20,12
"413403",18,19,25,22,26,22,33,28,9,41,47,13,19,21,26,14,16,36,29,23,11,28,30,25,16,13,35,16,13,7,43,27,15,23,18,47,18,21,36,11,13,22,10,18,8,19,15,17,21,9,14,12,20,16,31,18,18,21,6,13,16,18,13,14,25,23,24,23,17,12,23,26,15,13,16,30,22,12,15,17,13,19,20,12,20,20,13,8,29,13,21,13,19,21,15,13,18,21,41,18,15,11,16,16,16,18,17,37,21,12,17,16,15,27,18,13,15,21,11,12,16,7,10,24,6,15,24,102,17,10,21,15,17,15,11,7,22,8,7,14,12,16,20,13,18,18,22,20,13,13,19,7,15,27,3,3,1,2,8,6,10,2,5,7,2
"450",13,28,102,40,29,23,40,32,7,42,54,20,64,35,34,23,16,66,45,23,16,34,43,41,28,23,33,21,23,17,52,44,19,69,25,40,36,19,53,14,31,52,43,30,29,28,28,25,22,17,16,20,28,25,44,10,21,22,13,25,61,25,18,20,29,25,18,15,13,26,24,28,16,19,14,39,22,22,15,23,10,24,15,45,26,24,23,22,48,12,32,43,42,38,16,16,14,83,27,20,25,52,60,50,23,40,12,24,45,17,22,32,37,30,34,47,51,54,55,20,41,21,29,25,18,67,49,19,69,18,25,40,10,45,40,43,29,41,35,49,18,92,59,50,20,21,31,22,39,11,17,13,20,23,14,9,9,7,10,5,9,2,11,11,7
"45667",3,12,10,9,18,24,20,33,3,16,21,5,6,16,51,5,14,36,18,13,21,17,22,93,24,20,51,32,9,8,40,24,18,3,61,23,17,20,16,7,9,25,3,16,3,14,40,29,9,13,18,38,5,10,37,17,10,22,4,12,2,4,15,13,30,14,19,21,15,10,74,6,32,9,49,11,19,20,10,17,4,23,8,3,13,38,6,10,7,9,6,4,3,8,7,11,10,3,29,73,52,2,5,2,13,3,11,9,1,15,6,13,4,8,6,4,7,5,2,13,7,20,4,9,14,2,3,102,0,16,10,3,2,1,7,2,6,4,6,3,5,1,6,5,6,20,5,9,3,6,8,14,27,9,2,1,3,0,0,2,0,0,1,0,2
"456827",21,23,76,65,39,19,47,42,15,44,70,10,38,42,38,39,32,55,54,30,32,41,52,47,31,23,69,26,18,26,49,51,30,28,38,102,26,21,42,34,28,53,25,37,42,32,35,29,14,22,18,21,42,25,59,21,27,39,19,35,41,28,28,22,27,22,25,18,20,12,25,51,36,28,32,31,30,20,20,16,21,34,18,33,31,40,28,30,40,31,43,36,31,47,17,34,35,42,50,24,26,39,33,31,29,38,25,32,23,21,25,27,29,69,52,19,38,31,22,30,33,25,24,34,30,31,42,50,41,31,29,33,21,32,42,32,27,24,29,26,19,38,42,33,26,23,38,27,28,26,18,24,24,39,12,5,13,16,11,14,10,5,5,18,12
"535712",8,11,102,38,36,29,22,31,14,33,30,19,63,28,17,24,22,50,25,29,23,26,35,42,25,23,31,32,10,17,28,21,22,46,25,45,19,24,33,22,29,35,61,28,49,14,22,27,26,20,17,29,12,27,35,17,19,36,13,17,57,13,14,22,27,18,12,24,16,25,20,39,18,16,18,31,17,13,15,14,18,18,14,49,18,19,14,17,58,20,20,58,62,41,19,18,16,47,23,18,20,38,38,46,20,53,28,20,52,16,7,25,52,33,40,43,39,41,44,16,48,18,55,26,23,40,37,42,42,18,18,54,19,24,53,41,24,52,59,43,14,53,54,40,20,20,37,16,41,21,25,16,17,27,11,19,8,12,8,19,9,9,10,17,6
"685565",14,30,101,50,38,32,30,40,14,43,68,23,85,29,37,23,23,72,44,22,22,36,49,51,31,27,44,31,20,20,35,60,30,57,38,45,19,34,58,44,23,80,51,51,58,27,34,28,34,25,29,30,32,35,56,30,30,30,32,27,48,26,23,34,28,21,27,24,26,34,43,43,15,19,29,54,26,26,25,23,16,36,20,102,28,31,29,24,78,43,22,63,56,63,39,21,28,57,51,27,24,54,63,56,27,68,19,28,59,21,33,21,60,41,59,53,76,66,51,26,55,27,56,25,34,58,43,23,46,21,43,63,28,60,57,44,36,54,46,64,9,48,64,66,44,22,50,21,50,20,24,36,29,19,7,14,12,19,43,14,53,17,11,18,15
"759811",16,21,48,41,26,37,64,58,20,42,102,28,37,47,59,25,26,74,40,29,24,45,97,72,32,34,48,71,28,17,43,52,22,22,39,79,20,24,49,39,35,60,17,42,25,45,42,24,20,17,19,49,27,15,64,21,19,44,30,32,22,25,28,17,39,12,29,20,30,26,35,52,29,32,31,39,35,16,21,20,26,34,25,39,36,31,25,27,19,39,25,36,33,25,24,30,18,31,50,26,38,32,33,26,35,30,15,31,20,23,26,26,30,44,27,25,40,26,26,25,31,28,28,28,20,22,21,37,36,50,30,36,15,29,29,20,31,20,26,17,18,30,24,14,18,32,27,30,22,31,15,25,17,33,8,7,7,7,7,4,12,14,10,9,4
"91604",19,29,93,46,41,40,33,54,38,56,68,27,102,42,61,37,29,74,75,39,31,56,54,66,29,22,52,23,44,38,54,54,56,66,27,90,28,63,38,28,51,60,86,33,74,30,37,30,34,41,26,24,30,25,30,23,30,37,28,28,60,51,27,16,30,18,23,21,29,27,30,69,25,25,21,31,21,21,20,39,21,25,33,95,28,28,30,26,100,38,47,97,90,84,39,29,24,81,39,33,21,69,93,93,22,93,34,28,82,27,39,46,69,70,76,81,98,84,72,22,92,30,82,31,24,53,93,79,85,23,25,78,34,63,47,85,19,81,73,74,30,52,62,65,38,31,84,24,83,19,44,15,23,43,20,10,19,12,12,12,11,9,16,10,8
"1462527",19,30,77,64,66,41,68,66,18,75,90,24,47,47,49,42,44,101,52,44,37,27,84,77,51,49,63,46,23,24,76,67,30,38,64,52,29,28,79,34,44,51,32,45,44,34,60,41,29,29,32,45,32,39,71,29,30,50,24,56,28,33,28,41,48,34,24,37,34,41,44,34,56,25,45,72,36,16,27,28,35,34,30,31,47,40,22,41,31,24,40,24,32,29,30,33,46,32,61,31,57,45,43,32,32,43,17,36,34,37,29,61,21,35,31,33,30,39,29,30,46,32,40,32,36,37,36,66,35,56,43,50,26,34,30,27,32,40,27,24,32,39,37,24,39,37,39,28,39,31,17,23,32,29,13,7,9,8,10,12,8,10,6,6,6
"146785",17,18,101,44,33,23,37,32,11,43,51,18,75,32,34,32,31,50,32,40,12,32,35,50,23,27,28,29,13,15,43,34,19,79,21,61,18,21,41,32,20,38,55,18,64,28,32,20,22,18,10,22,36,24,48,25,27,30,9,21,78,29,22,17,20,13,27,12,17,17,27,35,21,14,20,39,15,32,19,26,19,15,23,83,30,31,17,25,91,30,23,63,70,74,22,31,20,68,27,21,32,71,60,52,21,84,19,14,64,27,26,33,66,48,64,56,78,70,71,13,83,14,49,26,14,47,67,19,60,16,25,68,15,51,48,47,23,50,61,69,19,58,60,71,27,23,62,17,62,19,19,17,18,32,5,16,15,17,31,20,61,13,15,13,13
"1536770",18,31,79,37,56,45,43,89,19,51,101,32,60,52,52,39,34,81,63,46,39,42,59,65,54,55,82,45,30,18,69,64,34,40,55,59,34,31,65,32,38,63,34,36,44,43,38,22,30,33,18,50,22,37,74,29,21,51,31,45,37,41,30,18,37,31,38,28,30,46,39,35,47,28,52,62,39,38,35,36,23,31,36,46,49,21,23,26,50,43,35,36,41,33,26,35,29,33,62,38,47,31,27,40,38,49,42,60,41,26,20,39,33,47,46,34,47,32,39,28,41,29,29,40,25,38,43,55,41,30,46,40,24,44,26,33,35,35,45,38,40,34,28,44,45,41,41,32,35,28,25,28,40,29,7,5,6,7,15,7,8,1,7,9,3
"2497989",21,30,46,53,64,34,48,47,51,49,74,30,32,49,63,30,36,101,59,41,26,58,72,78,38,40,55,37,27,26,60,75,41,26,30,52,36,38,89,29,42,77,26,33,33,45,38,25,43,35,29,30,41,61,66,35,49,33,29,29,18,40,34,31,39,41,32,36,36,44,39,44,27,24,41,53,18,27,28,33,21,45,25,43,40,35,35,21,30,38,24,40,35,41,42,46,32,39,56,38,44,39,31,26,35,44,25,83,35,15,38,25,25,28,34,21,49,27,41,47,32,28,30,36,27,21,20,65,34,36,31,36,32,24,30,29,42,27,24,26,33,41,23,29,26,26,31,37,29,32,23,34,41,44,21,4,13,3,27,12,17,3,10,18,2
"2653189",11,14,101,39,24,20,46,30,19,37,44,12,77,34,26,25,23,55,43,13,15,20,43,45,26,17,38,24,26,8,32,38,15,70,15,35,24,19,42,15,27,33,42,24,62,20,33,15,25,16,15,13,14,25,42,11,25,13,19,14,52,23,18,25,13,15,18,15,16,17,26,28,19,9,15,30,19,21,10,15,19,20,13,64,21,23,22,27,42,31,20,38,51,46,21,18,29,62,35,17,17,61,43,42,17,41,12,10,34,13,25,25,64,40,43,35,39,34,45,18,40,12,35,18,14,59,50,19,52,13,26,47,19,31,49,35,32,46,54,51,16,43,52,46,16,17,24,8,39,30,21,24,23,31,20,19,11,22,62,19,61,16,15,17,12
"2801997",41,21,60,68,64,35,83,64,42,77,77,23,52,44,74,48,28,68,62,29,40,31,82,68,31,34,64,38,29,44,63,78,31,34,40,29,38,25,99,32,59,101,45,39,29,59,59,31,51,60,43,29,51,37,87,41,58,47,44,39,25,27,43,30,47,22,38,20,44,51,37,31,39,35,29,79,42,27,22,35,30,44,32,61,38,37,59,37,48,30,12,44,39,30,42,34,28,49,77,28,21,37,44,30,35,50,25,60,36,31,30,19,36,32,40,38,60,53,45,42,72,22,37,43,41,30,32,46,20,47,50,32,31,35,45,37,44,32,27,52,37,17,26,53,33,31,33,30,39,36,22,47,26,17,14,5,9,4,18,4,19,1,5,21,3
